**** wn_node
node_id,node_id_flag,alt_customer_points,alt_demand_by_category,alt_land_use,customer_points,demand_by_category,land_use,landuse_areas,notes,area,area_flag,isolation_area,isolation_area_flag,asset_id,asset_id_flag,x,x_flag,y,y_flag,z,z_flag,ground_level,ground_level_flag,highest_property,highest_property_flag,leakage_loss,leakage_loss_flag,nominal_average_pressure,nominal_average_pressure_flag,alt_total_connections,total_connections,total_connections_flag,system_type,system_type_flag,fire_zone,fire_zone_flag,asset_uid,asset_uid_flag,asset_network_uid,user_number_1,user_number_1_flag,user_number_2,user_number_2_flag,user_number_3,user_number_3_flag,user_number_4,user_number_4_flag,user_number_5,user_number_5_flag,user_number_6,user_number_6_flag,user_number_7,user_number_7_flag,user_number_8,user_number_8_flag,user_number_9,user_number_9_flag,user_number_10,user_number_10_flag,user_number_11,user_number_11_flag,user_number_12,user_number_12_flag,user_number_13,user_number_13_flag,user_number_14,user_number_14_flag,user_number_15,user_number_15_flag,hotlinks,user_text_1,user_text_1_flag,user_text_2,user_text_2_flag,user_text_3,user_text_3_flag,user_text_4,user_text_4_flag,user_text_5,user_text_5_flag,user_text_6,user_text_6_flag,user_text_7,user_text_7_flag,user_text_8,user_text_8_flag,user_text_9,user_text_9_flag,user_text_10,user_text_10_flag,user_text_11,user_text_11_flag,user_text_12,user_text_12_flag,user_text_13,user_text_13_flag,user_text_14,user_text_14_flag,user_text_15,user_text_15_flag
1051,#V,,,,,,,,,,,,,,,546744.7572904492262751,#V,4802590.587740576826036,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051T,#V,,,,,,,,,,,,,,,546745.3533333332743496,#V,4802590.8666666662320495,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,#V,,,,,,,,,,,,,,,546705.4014649717137218,#V,4802677.0206369441002607,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053T,#V,,,,,,,,,,,,,,,546706.3194266010541469,#V,4802677.4172997670248151,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,#V,,,,,,,,,,,,,,,546741.111970052937977,#V,4802600.407154886983335,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054T,#V,,,,,,,,,,,,,,,546740.6890612994320691,#V,4802601.3133264444768429,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,#V,,,,,,,,,,,,,,,546742.4204274850198999,#V,4802593.2630403507500887,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055T,#V,,,,,,,,,,,,,,,546743.3333333333721384,#V,4802593.6566666662693024,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,#V,,,,,,,,,,,,,,,546744.2399999999906868,#V,4802594.0499999998137355,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,#V,,,,,,,,,,,,,,,546757.9689028090797365,#V,4802597.5766366617754102,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057T,#V,,,,,,,,,,,,,,,546758.8904848680831492,#V,4802597.9648170582950115,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,#V,,,,,,,,,,,,,,,546745.2299999999813735,#V,4802591.9100000001490116,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,#V,,,,,,,,,,,,,,,546723.0799999999580905,#V,4802582.2599999997764826,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,#V,,,,,,,,,,,,,,,545874.6199999999953434,#V,4802378.2300000004470348,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,#V,,,,,,,,,,,,,,,546745.6400000000139698,#V,4802591.,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,#V,,,,,,,,,,,,,,,546718.6999999999534339,#V,4802584.5800000000745058,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,#V,,,,,,,,,,,,,,,545908.25,#V,4802378.1600000001490116,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107T,#V,,,,,,,,,,,,,,,545907.2500009316718206,#V,4802378.1609652489423752,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,#V,,,,,,,,,,,,,,,545918.1700000000419095,#V,4802378.1399999996647239,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,#V,,,,,,,,,,,,,,,545926.8879321502754465,#V,4802373.1187086878344417,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,#V,,,,,,,,,,,,,,,546822.1700000000419095,#V,4802804.,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,#V,,,,,,,,,,,,,,,546297.3499999999767169,#V,4802342.6600000001490116,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109T,#V,,,,,,,,,,,,,,,545927.8646034267731011,#V,4802372.9068760024383664,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,#V,,,,,,,,,,,,,,,545557.4465706761693582,#V,4802304.3345257490873337,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,#V,,,,,,,,,,,,,,,546295.3699999999953434,#V,4802344.9199999999254942,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,#V,,,,,,,,,,,,,,,546296.4500383029226214,#V,4802347.044400854036212,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101T,#V,,,,,,,,,,,,,,,546295.7909144079312682,#V,4802347.7964341547340155,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,#V,,,,,,,,,,,,,,,546217.5613036231370643,#V,4802395.4898864086717367,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102T,#V,,,,,,,,,,,,,,,546218.4567681819899008,#V,4802395.0466214660555124,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,#V,,,,,,,,,,,,,,,546299.4399999999441206,#V,4802348.1900000004097819,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,#V,,,,,,,,,,,,,,,546301.4200000000419095,#V,4802345.9299999997019768,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,#V,,,,,,,,,,,,,,,546299.0899999999674037,#V,4802344.0400000000372529,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,#V,,,,,,,,,,,,,,,546223.4799999999813735,#V,4802392.8099999995902181,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,#V,,,,,,,,,,,,,,,546201.2900000000372529,#V,4802599.5499999998137355,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,#V,,,,,,,,,,,,,,,546201.4149624723941088,#V,4802607.3899746220558882,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108T,#V,,,,,,,,,,,,,,,546201.4111458028201014,#V,4802606.3900784030556679,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,#V,,,,,,,,,,,,,,,546212.6600000000325963,#V,4802398.1699999999254942,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110T,#V,,,,,,,,,,,,,,,545557.5966666666790843,#V,4802303.8133333334699273,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,#V,,,,,,,,,,,,,,,545557.7856061990605667,#V,4802303.2587402379140258,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,#V,,,,,,,,,,,,,,,546217.9699968989007175,#V,4802502.5953856781125069,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110T,#V,,,,,,,,,,,,,,,546218.2099080231273547,#V,4802501.6245908262208104,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,#V,,,,,,,,,,,,,,,546224.904689802788198,#V,4802522.3396920096129179,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111T,#V,,,,,,,,,,,,,,,546225.8753777378005907,#V,4802522.5800352096557617,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,#V,,,,,,,,,,,,,,,546226.103258436662145,#V,4802398.7268216367810965,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112T,#V,,,,,,,,,,,,,,,546225.6973969442769885,#V,4802397.8128873202949762,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,#V,,,,,,,,,,,,,,,546228.8900000000139698,#V,4802404.9900000002235174,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,#V,,,,,,,,,,,,,,,546217.1099999999860302,#V,4802523.4100000001490116,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,#V,,,,,,,,,,,,,,,546237.3700003559933975,#V,4802614.8694033417850733,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115T,#V,,,,,,,,,,,,,,,546238.369999643182382,#V,4802614.8705973709002137,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,#V,,,,,,,,,,,,,,,546246.2399999999906868,#V,4802614.8799999998882413,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,#V,,,,,,,,,,,,,,,546246.5680484228068963,#V,4802628.6001428598538041,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117T,#V,,,,,,,,,,,,,,,546246.5845043216831982,#V,4802629.599979710765183,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,#V,,,,,,,,,,,,,,,546249.2800000000279397,#V,4802703.0499999998137355,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,#V,,,,,,,,,,,,,,,546253.1400000000139698,#V,4802716.8600000003352761,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111T,#V,,,,,,,,,,,,,,,545557.6322222222806886,#V,4802303.7644444443285465,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,#V,,,,,,,,,,,,,,,545560.5100000000093132,#V,4802293.5899999998509884,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,#V,,,,,,,,,,,,,,,546241.7099999999627471,#V,4802704.7400000002235174,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,#V,,,,,,,,,,,,,,,546284.750012846197933,#V,4802614.6335841370746493,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121T,#V,,,,,,,,,,,,,,,546285.7499907503370196,#V,4802614.6269586933776736,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,#V,,,,,,,,,,,,,,,546294.3399999999674037,#V,4802614.5700000002980232,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,#V,,,,,,,,,,,,,,,546297.1400000000139698,#V,4802614.5499999998137355,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,#V,,,,,,,,,,,,,,,546298.2600000000093132,#V,4802614.5499999998137355,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,#V,,,,,,,,,,,,,,,546314.1800000000512227,#V,4802614.5899999998509884,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,#V,,,,,,,,,,,,,,,546315.2600000000093132,#V,4802614.599999999627471,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,#V,,,,,,,,,,,,,,,546319.1199999999953434,#V,4802614.599999999627471,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,#V,,,,,,,,,,,,,,,546201.3399999999674037,#V,4802614.8300000000745058,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,#V,,,,,,,,,,,,,,,546194.6400000000139698,#V,4802614.8200000002980232,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,#V,,,,,,,,,,,,,,,545566.1315207955194637,#V,4802295.2948874551802874,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,#V,,,,,,,,,,,,,,,546144.9530942257260904,#V,4802278.2230692328885198,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130T,#V,,,,,,,,,,,,,,,546145.8648440019460395,#V,4802277.8123538251966238,#V,0.,#V,0.,#D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
